id,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,beta_0,beta_1,beta_2,beta_3,beta_4
485,np.float64(0.2092750519514084),np.float64(0.49078524112701416),np.float64(0.32924675941467285),np.float64(0.6224854588508606),np.float64(1.7667136192321777),np.float64(0.30340269207954407),np.float64(0.3218538165092468),np.float64(0.41186970472335815),np.float64(0.19394513964653015),np.float64(0.21649198234081268)
486,np.float64(0.1812029927968979),np.float64(0.4633796811103821),np.float64(0.380522757768631),np.float64(0.3949209153652191),np.float64(0.8749587535858154),np.float64(0.3030199408531189),np.float64(0.25396624207496643),np.float64(0.4135071039199829),np.float64(0.29753708839416504),np.float64(0.11833536624908447)
487,np.float64(0.1625390648841858),np.float64(0.38768717646598816),np.float64(0.5108557343482971),np.float64(-0.17958566546440125),np.float64(3.7133381366729736),np.float64(0.34115058183670044),np.float64(0.24876965582370758),np.float64(1.3065502643585205),np.float64(-0.7776282429695129),np.float64(0.17316332459449768)
488,np.float64(0.18121659755706787),np.float64(0.4924466609954834),np.float64(0.27956920862197876),np.float64(0.9307865500450134),np.float64(1.3794808387756348),np.float64(0.322574257850647),np.float64(0.4329223036766052),np.float64(0.41498562693595886),np.float64(0.2359248697757721),np.float64(0.15218928456306458)
489,np.float64(0.20953382551670074),np.float64(0.5353513360023499),np.float64(0.2893603444099426),np.float64(0.9275322556495667),np.float64(1.1289422512054443),np.float64(0.3085719048976898),np.float64(0.4521926939487457),np.float64(0.4427618682384491),np.float64(0.21264953911304474),np.float64(0.17345397174358368)
490,np.float64(0.21649067103862762),np.float64(0.5183095335960388),np.float64(0.3016839921474457),np.float64(0.6248337030410767),np.float64(1.0294476747512817),np.float64(0.31338560581207275),np.float64(0.39347702264785767),np.float64(0.45528700947761536),np.float64(0.25301751494407654),np.float64(0.18383800983428955)
491,np.float64(0.24667678773403168),np.float64(0.523802638053894),np.float64(0.3391180634498596),np.float64(1.0664318799972534),np.float64(1.1402883529663086),np.float64(0.31010162830352783),np.float64(0.46945449709892273),np.float64(0.4580870270729065),np.float64(0.1970106065273285),np.float64(0.21602854132652283)
492,np.float64(0.16862468421459198),np.float64(0.4912257492542267),np.float64(0.47802215814590454),np.float64(0.252449631690979),np.float64(1.943442940711975),np.float64(0.2914228141307831),np.float64(0.19229787588119507),np.float64(0.3939811885356903),np.float64(0.3587982654571533),np.float64(0.19542911648750305)
493,np.float64(-0.4742499589920044),np.float64(0.48382067680358887),np.float64(0.46443474292755127),np.float64(1.055796504020691),np.float64(0.8901376724243164),np.float64(1.573850154876709),np.float64(0.8153538107872009),np.float64(0.22171121835708618),np.float64(0.1824726164340973),np.float64(0.20789864659309387)
494,np.float64(0.18235602974891663),np.float64(0.5004402995109558),np.float64(0.39301440119743347),np.float64(0.3544696867465973),np.float64(1.7334476709365845),np.float64(0.2906736433506012),np.float64(0.24121329188346863),np.float64(0.47157377004623413),np.float64(0.2296130359172821),np.float64(0.1509506106376648)
495,np.float64(0.2043592780828476),np.float64(0.507061243057251),np.float64(0.32363009452819824),np.float64(0.5550176501274109),np.float64(1.2068777084350586),np.float64(0.3058728873729706),np.float64(0.3411245048046112),np.float64(0.4610469341278076),np.float64(0.24776773154735565),np.float64(0.14625543355941772)
496,np.float64(0.18327496945858002),np.float64(0.44394153356552124),np.float64(0.327757865190506),np.float64(0.44858160614967346),np.float64(0.9185853600502014),np.float64(0.3143009841442108),np.float64(0.30444568395614624),np.float64(0.4450312852859497),np.float64(0.21857625246047974),np.float64(0.12656737864017487)
497,np.float64(0.22170019149780273),np.float64(0.4917474687099457),np.float64(0.28832608461380005),np.float64(0.6771389245986938),np.float64(0.9903609156608582),np.float64(0.3196512460708618),np.float64(0.4408826231956482),np.float64(0.4425857961177826),np.float64(0.21600356698036194),np.float64(0.18897975981235504)
498,np.float64(0.2257274091243744),np.float64(0.5533100366592407),np.float64(0.3225262463092804),np.float64(0.6653896570205688),np.float64(1.1414439678192139),np.float64(0.29920950531959534),np.float64(0.36553195118904114),np.float64(0.43584302067756653),np.float64(0.24302026629447937),np.float64(0.1602647602558136)
499,np.float64(0.24728989601135254),np.float64(0.4869231879711151),np.float64(0.30941516160964966),np.float64(0.9815390110015869),np.float64(0.8936881422996521),np.float64(0.3285906910896301),np.float64(0.5552051067352295),np.float64(0.3790445327758789),np.float64(0.18650215864181519),np.float64(0.1883695274591446)
